dexnum,name,generation,type1,type2,species,height,weight,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total,ev_yield,catch_rate,base_friendship,base_exp,growth_rate,egg_group1,egg_group2,percent_male,percent_female,egg_cycles,special_group
0384,Rayquaza,3,Dragon,Flying,Sky High Pokémon,7.0,206.5,Air Lock,,,105,150,90,150,90,95,680,"2 Attack, 1 Sp. Atk",45,0,340,Slow,Undiscovered,,,,120,Legendary
0385,Jirachi,3,Steel,Psychic,Wish Pokémon,0.3,1.1,Serene Grace,,,100,100,100,100,100,100,600,3 HP,3,100,270,Slow,Undiscovered,,,,120,Mythical
0386,Deoxys,3,Psychic,,DNA Pokémon,1.7,60.8,Pressure,,,50,150,50,150,50,150,600,"1 Attack, 1 Sp. Atk, 1 Speed",3,0,270,Slow,Undiscovered,,,,120,Mythical
0387,Turtwig,4,Grass,,Tiny Leaf Pokémon,0.4,10.2,Overgrow,Shell Armor,,55,68,64,45,55,31,318,1 Attack,45,50,64,Medium Slow,Grass ,Monster,87.5,12.5,20,Ordinary
0388,Grotle,4,Grass,,Grove Pokémon,1.1,97.0,Overgrow,Shell Armor,,75,89,85,55,65,36,405,"1 Attack, 1 Defense",45,50,142,Medium Slow,Grass ,Monster,87.5,12.5,20,Ordinary
0389,Torterra,4,Grass,Ground,Continent Pokémon,2.2,310.0,Overgrow,Shell Armor,,95,109,105,75,85,56,525,"2 Attack, 1 Defense",45,50,236,Medium Slow,Grass ,Monster,87.5,12.5,20,Ordinary
0390,Chimchar,4,Fire,,Chimp Pokémon,0.5,6.2,Blaze,Iron Fist,,44,58,44,58,44,61,309,1 Speed,45,50,62,Medium Slow,Field ,Human-Like,87.5,12.5,20,Ordinary
0391,Monferno,4,Fire,Fighting,Playful Pokémon,0.9,22.0,Blaze,Iron Fist,,64,78,52,78,52,81,405,"1 Sp. Atk, 1 Speed",45,50,142,Medium Slow,Field ,Human-Like,87.5,12.5,20,Ordinary
0392,Infernape,4,Fire,Fighting,Flame Pokémon,1.2,55.0,Blaze,Iron Fist,,76,104,71,104,71,108,534,"1 Attack, 1 Sp. Atk, 1 Speed",45,50,240,Medium Slow,Field ,Human-Like,87.5,12.5,20,Ordinary
0393,Piplup,4,Water,,Penguin Pokémon,0.4,5.2,Torrent,Defiant,,53,51,53,61,56,40,314,1 Sp. Atk,45,50,63,Medium Slow,Field ,Water 1,87.5,12.5,20,Ordinary
0394,Prinplup,4,Water,,Penguin Pokémon,0.8,23.0,Torrent,Defiant,,64,66,68,81,76,50,405,2 Sp. Atk,45,50,142,Medium Slow,Field ,Water 1,87.5,12.5,20,Ordinary
0395,Empoleon,4,Water,Steel,Emperor Pokémon,1.7,84.5,Torrent,Defiant,,84,86,88,111,101,60,530,3 Sp. Atk,45,50,239,Medium Slow,Field ,Water 1,87.5,12.5,20,Ordinary
0396,Starly,4,Normal,Flying,Starling Pokémon,0.3,2.0,Keen Eye,Reckless,,40,55,30,30,30,60,245,1 Speed,255,50,49,Medium Slow,Flying,,50.0,50.0,15,Ordinary
0397,Staravia,4,Normal,Flying,Starling Pokémon,0.6,15.5,Intimidate,Reckless,,55,75,50,40,40,80,340,2 Speed,120,50,119,Medium Slow,Flying,,50.0,50.0,15,Ordinary
0398,Staraptor,4,Normal,Flying,Predator Pokémon,1.2,24.9,Intimidate,Reckless,,85,120,70,50,60,100,485,3 Attack,45,50,243,Medium Slow,Flying,,50.0,50.0,15,Ordinary
0399,Bidoof,4,Normal,,Plump Mouse Pokémon,0.5,20.0,Simple,Unaware,Moody,59,45,40,35,40,31,250,1 HP,255,50,50,Medium Fast,Field ,Water 1,50.0,50.0,15,Ordinary
0400,Bibarel,4,Normal,Water,Beaver Pokémon,1.0,31.5,Simple,Unaware,Moody,79,85,60,55,60,71,410,2 Attack,127,50,144,Medium Fast,Field ,Water 1,50.0,50.0,15,Ordinary
0401,Kricketot,4,Bug,,Cricket Pokémon,0.3,2.2,Shed Skin,Run Away,,37,25,41,25,41,25,194,1 Defense,255,50,39,Medium Slow,Bug,,50.0,50.0,15,Ordinary
0402,Kricketune,4,Bug,,Cricket Pokémon,1.0,25.5,Swarm,Technician,,77,85,51,55,51,65,384,2 Attack,45,50,134,Medium Slow,Bug,,50.0,50.0,15,Ordinary
0403,Shinx,4,Electric,,Flash Pokémon,0.5,9.5,Rivalry,Intimidate,Guts,45,65,34,40,34,45,263,1 Attack,235,50,53,Medium Slow,Field,,50.0,50.0,20,Ordinary
0404,Luxio,4,Electric,,Spark Pokémon,0.9,30.5,Rivalry,Intimidate,Guts,60,85,49,60,49,60,363,2 Attack,120,100,127,Medium Slow,Field,,50.0,50.0,20,Ordinary
0405,Luxray,4,Electric,,Gleam Eyes Pokémon,1.4,42.0,Rivalry,Intimidate,Guts,80,120,79,95,79,70,523,3 Attack,45,50,262,Medium Slow,Field,,50.0,50.0,20,Ordinary
0406,Budew,4,Grass,Poison,Bud Pokémon,0.2,1.2,Natural Cure,Poison Point,Leaf Guard,40,30,35,50,70,55,280,1 Sp. Atk,255,50,56,Medium Slow,Undiscovered,,50.0,50.0,20,Baby Pokemon
0407,Roserade,4,Grass,Poison,Bouquet Pokémon,0.9,14.5,Natural Cure,Poison Point,Technician,60,70,65,125,105,90,515,3 Sp. Atk,75,50,232,Medium Slow,Fairy ,Grass,50.0,50.0,20,Ordinary
0408,Cranidos,4,Rock,,Head Butt Pokémon,0.9,31.5,Mold Breaker,Sheer Force,,67,125,40,30,30,58,350,1 Attack,45,50,70,Erratic,Monster,,87.5,12.5,30,Fossil
0409,Rampardos,4,Rock,,Head Butt Pokémon,1.6,102.5,Mold Breaker,Sheer Force,,97,165,60,65,50,58,495,2 Attack,45,50,173,Erratic,Monster,,87.5,12.5,30,Fossil
0410,Shieldon,4,Rock,Steel,Shield Pokémon,0.5,57.0,Sturdy,Soundproof,,30,42,118,42,88,30,350,1 Defense,45,50,70,Erratic,Monster,,87.5,12.5,30,Fossil
0411,Bastiodon,4,Rock,Steel,Shield Pokémon,1.3,149.5,Sturdy,Soundproof,,60,52,168,47,138,30,495,2 Defense,45,50,173,Erratic,Monster,,87.5,12.5,30,Fossil
0412,Burmy,4,Bug,,Bagworm Pokémon,0.2,3.4,Shed Skin,Overcoat,,40,29,45,29,45,36,224,1 Sp. Def,120,50,45,Medium Fast,Bug,,50.0,50.0,15,Ordinary
0413,Wormadam,4,Bug,Grass,Bagworm Pokémon,0.5,6.5,Anticipation,Overcoat,,60,59,85,79,105,36,424,2 Sp. Def,45,50,148,Medium Fast,Bug,,0.0,100.0,15,Ordinary
0414,Mothim,4,Bug,Flying,Moth Pokémon,0.9,23.3,Swarm,Tinted Lens,,70,94,50,94,50,66,424,"1 Attack, 1 Sp. Atk",45,50,148,Medium Fast,Bug,,100.0,0.0,15,Ordinary
0415,Combee,4,Bug,Flying,Tiny Bee Pokémon,0.3,5.5,Honey Gather,Hustle,,30,30,42,30,42,70,244,1 Speed,120,50,49,Medium Slow,Bug,,87.5,12.5,15,Ordinary
0416,Vespiquen,4,Bug,Flying,Beehive Pokémon,1.2,38.5,Pressure,Unnerve,,70,80,102,80,102,40,474,"1 Defense, 1 Sp. Def",45,50,166,Medium Slow,Bug,,0.0,100.0,15,Ordinary
0417,Pachirisu,4,Electric,,EleSquirrel Pokémon,0.4,3.9,Run Away,Pickup,Volt Absorb,60,45,70,45,90,95,405,1 Speed,200,100,142,Medium Fast,Fairy ,Field,50.0,50.0,10,Ordinary
0418,Buizel,4,Water,,Sea Weasel Pokémon,0.7,29.5,Swift Swim,Water Veil,,55,65,35,60,30,85,330,1 Speed,190,50,66,Medium Fast,Field ,Water 1,50.0,50.0,20,Ordinary
0419,Floatzel,4,Water,,Sea Weasel Pokémon,1.1,33.5,Swift Swim,Water Veil,,85,105,55,85,50,115,495,2 Speed,75,50,173,Medium Fast,Field ,Water 1,50.0,50.0,20,Ordinary
0420,Cherubi,4,Grass,,Cherry Pokémon,0.4,3.3,Chlorophyll,,,45,35,45,62,53,35,275,1 Sp. Atk,190,50,55,Medium Fast,Fairy ,Grass,50.0,50.0,20,Ordinary
0421,Cherrim,4,Grass,,Blossom Pokémon,0.5,9.3,Flower Gift,,,70,60,70,87,78,85,450,2 Sp. Atk,75,50,158,Medium Fast,Fairy ,Grass,50.0,50.0,20,Ordinary
0422,Shellos,4,Water,,Sea Slug Pokémon,0.3,6.3,Sticky Hold,Storm Drain,Sand Force,76,48,48,57,62,34,325,1 HP,190,50,65,Medium Fast,Amorphous ,Water 1,50.0,50.0,20,Ordinary
0423,Gastrodon,4,Water,Ground,Sea Slug Pokémon,0.9,29.9,Sticky Hold,Storm Drain,Sand Force,111,83,68,92,82,39,475,2 HP,75,50,166,Medium Fast,Amorphous ,Water 1,50.0,50.0,20,Ordinary
0424,Ambipom,4,Normal,,Long Tail Pokémon,1.2,20.3,Technician,Pickup,Skill Link,75,100,66,60,66,115,482,2 Speed,45,100,169,Fast,Field,,50.0,50.0,20,Ordinary
0425,Drifloon,4,Ghost,Flying,Balloon Pokémon,0.4,1.2,Aftermath,Unburden,Flare Boost,90,50,34,60,44,70,348,1 HP,125,50,70,Fluctuating,Amorphous,,50.0,50.0,30,Ordinary
0426,Drifblim,4,Ghost,Flying,Blimp Pokémon,1.2,15.0,Aftermath,Unburden,Flare Boost,150,80,44,90,54,80,498,2 HP,60,50,174,Fluctuating,Amorphous,,50.0,50.0,30,Ordinary
0427,Buneary,4,Normal,,Rabbit Pokémon,0.4,5.5,Run Away,Klutz,Limber,55,66,44,44,56,85,350,1 Speed,190,0,70,Medium Fast,Field ,Human-Like,50.0,50.0,20,Ordinary
0428,Lopunny,4,Normal,,Rabbit Pokémon,1.2,33.3,Cute Charm,Klutz,Limber,65,76,84,54,96,105,480,2 Speed,60,140,168,Medium Fast,Field ,Human-Like,50.0,50.0,20,Ordinary
0429,Mismagius,4,Ghost,,Magical Pokémon,0.9,4.4,Levitate,,,60,60,60,105,105,105,495,"1 Sp. Atk, 1 Sp. Def",45,35,173,Fast,Amorphous,,50.0,50.0,25,Ordinary
0430,Honchkrow,4,Dark,Flying,Big Boss Pokémon,0.9,27.3,Insomnia,Super Luck,Moxie,100,125,52,105,52,71,505,2 Attack,30,35,177,Medium Slow,Flying,,50.0,50.0,20,Ordinary
0431,Glameow,4,Normal,,Catty Pokémon,0.5,3.9,Limber,Own Tempo,Keen Eye,49,55,42,42,37,85,310,1 Speed,190,50,62,Fast,Field,,25.0,75.0,20,Ordinary
0432,Purugly,4,Normal,,Tiger Cat Pokémon,1.0,43.8,Thick Fat,Own Tempo,Defiant,71,82,64,64,59,112,452,2 Speed,75,50,158,Fast,Field,,25.0,75.0,20,Ordinary
0433,Chingling,4,Psychic,,Bell Pokémon,0.2,0.6,Levitate,,,45,30,50,65,50,45,285,1 Sp. Atk,120,50,57,Fast,Undiscovered,,50.0,50.0,25,Baby Pokemon
0434,Stunky,4,Poison,Dark,Skunk Pokémon,0.4,19.2,Stench,Aftermath,Keen Eye,63,63,47,41,41,74,329,1 Speed,225,50,66,Medium Fast,Field,,50.0,50.0,20,Ordinary
0435,Skuntank,4,Poison,Dark,Skunk Pokémon,1.0,38.0,Stench,Aftermath,Keen Eye,103,93,67,71,61,84,479,2 HP,60,50,168,Medium Fast,Field,,50.0,50.0,20,Ordinary
0436,Bronzor,4,Steel,Psychic,Bronze Pokémon,0.5,60.5,Levitate,Heatproof,Heavy Metal,57,24,86,24,86,23,300,1 Defense,255,50,60,Medium Fast,Mineral,,,,20,Ordinary
0437,Bronzong,4,Steel,Psychic,Bronze Bell Pokémon,1.3,187.0,Levitate,Heatproof,Heavy Metal,67,89,116,79,116,33,500,"1 Defense, 1 Sp. Def",90,50,175,Medium Fast,Mineral,,,,20,Ordinary
0438,Bonsly,4,Rock,,Bonsai Pokémon,0.5,15.0,Sturdy,Rock Head,Rattled,50,80,95,10,45,10,290,1 Defense,255,50,58,Medium Fast,Undiscovered,,50.0,50.0,20,Baby Pokemon
0439,Mime Jr.,4,Psychic,Fairy,Mime Pokémon,0.6,13.0,Soundproof,Filter,Technician,20,25,45,70,90,60,310,1 Sp. Def,145,50,62,Medium Fast,Undiscovered,,50.0,50.0,25,Baby Pokemon
0440,Happiny,4,Normal,,Playhouse Pokémon,0.6,24.4,Natural Cure,Serene Grace,Friend Guard,100,5,5,15,65,30,220,1 HP,130,140,110,Fast,Undiscovered,,0.0,100.0,40,Baby Pokemon
0441,Chatot,4,Normal,Flying,Music Note Pokémon,0.5,1.9,Keen Eye,Tangled Feet,Big Pecks,76,65,45,92,42,91,411,1 Attack,30,35,144,Medium Slow,Flying,,50.0,50.0,20,Ordinary
0442,Spiritomb,4,Ghost,Dark,Forbidden Pokémon,1.0,108.0,Pressure,Infiltrator,,50,92,108,92,108,35,485,"1 Defense, 1 Sp. Def",100,50,170,Medium Fast,Amorphous,,50.0,50.0,30,Ordinary
0443,Gible,4,Dragon,Ground,Land Shark Pokémon,0.7,20.5,Sand Veil,Rough Skin,,58,70,45,40,45,42,300,1 Attack,45,50,60,Slow,Dragon ,Monster,50.0,50.0,40,Ordinary
0444,Gabite,4,Dragon,Ground,Cave Pokémon,1.4,56.0,Sand Veil,Rough Skin,,68,90,65,50,55,82,410,2 Attack,45,50,144,Slow,Dragon ,Monster,50.0,50.0,40,Ordinary
0445,Garchomp,4,Dragon,Ground,Mach Pokémon,1.9,95.0,Sand Veil,Rough Skin,,108,130,95,80,85,102,600,3 Attack,45,50,300,Slow,Dragon ,Monster,50.0,50.0,40,Ordinary
0446,Munchlax,4,Normal,,Big Eater Pokémon,0.6,105.0,Pickup,Thick Fat,Gluttony,135,85,40,40,85,5,390,1 HP,50,50,78,Slow,Undiscovered,,87.5,12.5,40,Baby Pokemon
0447,Riolu,4,Fighting,,Emanation Pokémon,0.7,20.2,Steadfast,Inner Focus,Prankster,40,70,40,35,40,60,285,1 Attack,75,50,57,Medium Slow,Undiscovered,,87.5,12.5,25,Baby Pokemon
0448,Lucario,4,Fighting,Steel,Aura Pokémon,1.2,54.0,Steadfast,Inner Focus,Justified,70,110,70,115,70,90,525,"1 Attack, 1 Sp. Atk",45,50,184,Medium Slow,Field ,Human-Like,87.5,12.5,25,Ordinary
0449,Hippopotas,4,Ground,,Hippo Pokémon,0.8,49.5,Sand Stream,Sand Force,,68,72,78,38,42,32,330,1 Defense,140,50,66,Slow,Field,,50.0,50.0,30,Ordinary
0450,Hippowdon,4,Ground,,Heavyweight Pokémon,2.0,300.0,Sand Stream,Sand Force,,108,112,118,68,72,47,525,2 Defense,60,50,184,Slow,Field,,50.0,50.0,30,Ordinary
0451,Skorupi,4,Poison,Bug,Scorpion Pokémon,0.8,12.0,Battle Armor,Sniper,Keen Eye,40,50,90,30,55,65,330,1 Defense,120,50,66,Slow,Bug ,Water 3,50.0,50.0,20,Ordinary
0452,Drapion,4,Poison,Dark,Ogre Scorp Pokémon,1.3,61.5,Battle Armor,Sniper,Keen Eye,70,90,110,60,75,95,500,2 Defense,45,50,175,Slow,Bug ,Water 3,50.0,50.0,20,Ordinary
0453,Croagunk,4,Poison,Fighting,Toxic Mouth Pokémon,0.7,23.0,Anticipation,Dry Skin,Poison Touch,48,61,40,61,40,50,300,1 Attack,140,100,60,Medium Fast,Human-Like,,50.0,50.0,10,Ordinary
0454,Toxicroak,4,Poison,Fighting,Toxic Mouth Pokémon,1.3,44.4,Anticipation,Dry Skin,Poison Touch,83,106,65,86,65,85,490,2 Attack,75,50,172,Medium Fast,Human-Like,,50.0,50.0,20,Ordinary
0455,Carnivine,4,Grass,,Bug Catcher Pokémon,1.4,27.0,Levitate,,,74,100,72,90,72,46,454,2 Attack,200,50,159,Slow,Grass,,50.0,50.0,25,Ordinary
0456,Finneon,4,Water,,Wing Fish Pokémon,0.4,7.0,Swift Swim,Storm Drain,Water Veil,49,49,56,49,61,66,330,1 Speed,190,50,66,Erratic,Water 2,,50.0,50.0,20,Ordinary
0457,Lumineon,4,Water,,Neon Pokémon,1.2,24.0,Swift Swim,Storm Drain,Water Veil,69,69,76,69,86,91,460,2 Speed,75,50,161,Erratic,Water 2,,50.0,50.0,20,Ordinary
0458,Mantyke,4,Water,Flying,Kite Pokémon,1.0,65.0,Swift Swim,Water Absorb,Water Veil,45,20,50,60,120,50,345,1 Sp. Def,25,50,69,Slow,Undiscovered,,50.0,50.0,25,Baby Pokemon
0459,Snover,4,Grass,Ice,Frost Tree Pokémon,1.0,50.5,Snow Warning,Soundproof,,60,62,50,62,60,40,334,1 Attack,120,50,67,Slow,Grass ,Monster,50.0,50.0,20,Ordinary
0460,Abomasnow,4,Grass,Ice,Frost Tree Pokémon,2.2,135.5,Snow Warning,Soundproof,,90,92,75,92,85,60,494,"1 Attack, 1 Sp. Atk",60,50,173,Slow,Grass ,Monster,50.0,50.0,20,Ordinary
0461,Weavile,4,Dark,Ice,Sharp Claw Pokémon,1.1,34.0,Pressure,Pickpocket,,70,120,65,45,85,125,510,"1 Attack, 1 Speed",45,35,179,Medium Slow,Field,,50.0,50.0,20,Ordinary
0462,Magnezone,4,Electric,Steel,Magnet Area Pokémon,1.2,180.0,Magnet Pull,Sturdy,Analytic,70,70,115,130,90,60,535,3 Sp. Atk,30,50,268,Medium Fast,Mineral,,,,20,Ordinary
0463,Lickilicky,4,Normal,,Licking Pokémon,1.7,140.0,Own Tempo,Oblivious,Cloud Nine,110,85,95,80,95,50,515,3 HP,30,50,180,Medium Fast,Monster,,50.0,50.0,20,Ordinary
0464,Rhyperior,4,Ground,Rock,Drill Pokémon,2.4,282.8,Lightning Rod,Solid Rock,Reckless,115,140,130,55,55,40,535,3 Attack,30,50,241,Slow,Field ,Monster,50.0,50.0,20,Ordinary
0465,Tangrowth,4,Grass,,Vine Pokémon,2.0,128.6,Chlorophyll,Leaf Guard,Regenerator,100,100,125,110,50,50,535,2 Defense,30,50,187,Medium Fast,Grass,,50.0,50.0,20,Ordinary
0466,Electivire,4,Electric,,Thunderbolt Pokémon,1.8,138.6,Motor Drive,Vital Spirit,,75,123,67,95,85,95,540,3 Attack,30,50,243,Medium Fast,Human-Like,,75.0,25.0,25,Ordinary
0467,Magmortar,4,Fire,,Blast Pokémon,1.6,68.0,Flame Body,Vital Spirit,,75,95,67,125,95,83,540,3 Sp. Atk,30,50,243,Medium Fast,Human-Like,,75.0,25.0,25,Ordinary
0468,Togekiss,4,Fairy,Flying,Jubilee Pokémon,1.5,38.0,Hustle,Serene Grace,Super Luck,85,50,95,120,115,80,545,"2 Sp. Atk, 1 Sp. Def",30,50,245,Fast,Fairy ,Flying,87.5,12.5,10,Ordinary
0469,Yanmega,4,Bug,Flying,Ogre Darner Pokémon,1.9,51.5,Speed Boost,Tinted Lens,Frisk,86,76,86,116,56,95,515,2 Attack,30,50,180,Medium Fast,Bug,,50.0,50.0,20,Ordinary
0470,Leafeon,4,Grass,,Verdant Pokémon,1.0,25.5,Leaf Guard,Chlorophyll,,65,110,130,60,65,95,525,2 Defense,45,35,184,Medium Fast,Field,,87.5,12.5,35,Ordinary
0471,Glaceon,4,Ice,,Fresh Snow Pokémon,0.8,25.9,Snow Cloak,Ice Body,,65,60,110,130,95,65,525,2 Sp. Atk,45,35,184,Medium Fast,Field,,87.5,12.5,35,Ordinary
0472,Gliscor,4,Ground,Flying,Fang Scorp Pokémon,2.0,42.5,Hyper Cutter,Sand Veil,Poison Heal,75,95,125,45,75,95,510,2 Defense,30,50,179,Medium Slow,Bug,,50.0,50.0,20,Ordinary
0473,Mamoswine,4,Ice,Ground,Twin Tusk Pokémon,2.5,291.0,Oblivious,Snow Cloak,Thick Fat,110,130,80,70,60,80,530,3 Attack,50,50,239,Slow,Field,,50.0,50.0,20,Ordinary
0474,Porygon-Z,4,Normal,,Virtual Pokémon,0.9,34.0,Adaptability,Download,Analytic,85,80,70,135,75,90,535,3 Sp. Atk,30,50,241,Medium Fast,Mineral,,,,20,Ordinary
0475,Gallade,4,Psychic,Fighting,Blade Pokémon,1.6,52.0,Steadfast,Sharpness,Justified,68,125,65,65,115,80,518,3 Attack,45,35,259,Slow,Amorphous ,Human-Like,100.0,0.0,20,Ordinary
0476,Probopass,4,Rock,Steel,Compass Pokémon,1.4,340.0,Sturdy,Magnet Pull,Sand Force,60,55,145,75,150,40,525,"1 Defense, 2 Sp. Def",60,50,184,Medium Fast,Mineral,,50.0,50.0,20,Ordinary
0477,Dusknoir,4,Ghost,,Gripper Pokémon,2.2,106.6,Pressure,Frisk,,45,100,135,65,135,45,525,"1 Defense, 2 Sp. Def",45,35,236,Fast,Amorphous,,50.0,50.0,25,Ordinary
0478,Froslass,4,Ice,Ghost,Snow Land Pokémon,1.3,26.6,Snow Cloak,Cursed Body,,70,80,70,80,70,110,480,2 Speed,75,50,168,Medium Fast,Fairy ,Mineral,0.0,100.0,20,Ordinary
0479,Rotom,4,Electric,Ghost,Plasma Pokémon,0.3,0.3,Levitate,,,50,50,77,95,77,91,440,"1 Sp. Atk, 1 Speed",45,50,154,Medium Fast,Amorphous,,,,20,Ordinary
0480,Uxie,4,Psychic,,Knowledge Pokémon,0.3,0.3,Levitate,,,75,75,130,75,130,95,580,"2 Defense, 1 Sp. Def",3,140,290,Slow,Undiscovered,,,,80,Legendary
0481,Mesprit,4,Psychic,,Emotion Pokémon,0.3,0.3,Levitate,,,80,105,105,105,105,80,580,"1 Attack, 1 Sp. Atk, 1 Sp. Def",3,140,290,Slow,Undiscovered,,,,80,Legendary
0482,Azelf,4,Psychic,,Willpower Pokémon,0.3,0.3,Levitate,,,75,125,70,125,70,115,580,"2 Attack, 1 Sp. Atk",3,140,290,Slow,Undiscovered,,,,80,Legendary
0483,Dialga,4,Steel,Dragon,Temporal Pokémon,5.4,683.0,Pressure,Telepathy,,100,120,120,150,100,90,680,3 Sp. Atk,3,0,340,Slow,Undiscovered,,,,120,Legendary
0484,Palkia,4,Water,Dragon,Spatial Pokémon,4.2,336.0,Pressure,Telepathy,,90,120,100,150,120,100,680,3 Sp. Atk,3,0,340,Slow,Undiscovered,,,,120,Legendary
0485,Heatran,4,Fire,Steel,Lava Dome Pokémon,1.7,430.0,Flash Fire,Flame Body,,91,90,106,130,106,77,600,3 Sp. Atk,3,100,300,Slow,Undiscovered,,50.0,50.0,10,Legendary
0486,Regigigas,4,Normal,,Colossal Pokémon,3.7,420.0,Slow Start,,,110,160,110,80,110,100,670,3 Attack,3,0,302,Slow,Undiscovered,,,,120,Legendary
0487,Giratina,4,Ghost,Dragon,Renegade Pokémon,4.5,750.0,Pressure,Telepathy,,150,100,120,100,120,90,680,3 HP,3,0,340,Slow,Undiscovered,,,,120,Legendary
0488,Cresselia,4,Psychic,,Lunar Pokémon,1.5,85.6,Levitate,,,120,70,110,75,120,85,580,3 Sp. Def,3,100,290,Slow,Undiscovered,,0.0,100.0,120,Legendary
0489,Phione,4,Water,,Sea Drifter Pokémon,0.4,3.1,Hydration,,,80,80,80,80,80,80,480,1 HP,30,50,216,Slow,Fairy ,Water 1,,,40,Mythical
0490,Manaphy,4,Water,,Seafaring Pokémon,0.3,1.4,Hydration,,,100,100,100,100,100,100,600,3 HP,3,50,270,Slow,Fairy ,Water 1,,,10,Mythical
0491,Darkrai,4,Dark,,Pitch-Black Pokémon,1.5,50.5,Bad Dreams,,,70,90,90,135,90,125,600,"2 Sp. Atk, 1 Speed",3,0,270,Slow,Undiscovered,,,,120,Mythical
0492,Shaymin,4,Grass,,Gratitude Pokémon,0.2,2.1,Natural Cure,,,100,100,100,100,100,100,600,3 HP,45,100,270,Medium Slow,Undiscovered,,,,120,Mythical
0493,Arceus,4,Normal,,Alpha Pokémon,3.2,320.0,Multitype,,,120,120,120,120,120,120,720,3 HP,3,0,360,Slow,Undiscovered,,,,120,Mythical
0494,Victini,5,Psychic,Fire,Victory Pokémon,0.4,4.0,Victory Star,,,100,100,100,100,100,100,600,3 HP,3,100,270,Slow,Undiscovered,,,,120,Mythical
0495,Snivy,5,Grass,,Grass Snake Pokémon,0.6,8.1,Overgrow,Contrary,,45,45,55,45,55,63,308,1 Speed,45,50,62,Medium Slow,Field ,Grass,87.5,12.5,20,Ordinary
0496,Servine,5,Grass,,Grass Snake Pokémon,0.8,16.0,Overgrow,Contrary,,60,60,75,60,75,83,413,2 Speed,45,50,145,Medium Slow,Field ,Grass,87.5,12.5,20,Ordinary
0497,Serperior,5,Grass,,Regal Pokémon,3.3,63.0,Overgrow,Contrary,,75,75,95,75,95,113,528,3 Speed,45,50,238,Medium Slow,Field ,Grass,87.5,12.5,20,Ordinary
0498,Tepig,5,Fire,,Fire Pig Pokémon,0.5,9.9,Blaze,Thick Fat,,65,63,45,45,45,45,308,1 HP,45,50,62,Medium Slow,Field,,87.5,12.5,20,Ordinary
0499,Pignite,5,Fire,Fighting,Fire Pig Pokémon,1.0,55.5,Blaze,Thick Fat,,90,93,55,70,55,55,418,2 Attack,45,50,146,Medium Slow,Field,,87.5,12.5,20,Ordinary
0500,Emboar,5,Fire,Fighting,Mega Fire Pig Pokémon,1.6,150.0,Blaze,Reckless,,110,123,65,100,65,65,528,3 Attack,45,50,238,Medium Slow,Field,,87.5,12.5,20,Ordinary
0501,Oshawott,5,Water,,Sea Otter Pokémon,0.5,5.9,Torrent,Shell Armor,,55,55,45,63,45,45,308,1 Sp. Atk,45,50,62,Medium Slow,Field,,87.5,12.5,20,Ordinary
0502,Dewott,5,Water,,Discipline Pokémon,0.8,24.5,Torrent,Shell Armor,,75,75,60,83,60,60,413,2 Sp. Atk,45,50,145,Medium Slow,Field,,87.5,12.5,20,Ordinary
0503,Samurott,5,Water,,Formidable Pokémon,1.5,94.6,Torrent,Shell Armor,,95,100,85,108,70,70,528,3 Sp. Atk,45,50,264,Medium Slow,Field,,87.5,12.5,20,Ordinary
0504,Patrat,5,Normal,,Scout Pokémon,0.5,11.6,Run Away,Keen Eye,Analytic,45,55,39,35,39,42,255,1 Attack,255,50,51,Medium Fast,Field,,50.0,50.0,15,Ordinary
0505,Watchog,5,Normal,,Lookout Pokémon,1.1,27.0,Illuminate,Keen Eye,Analytic,60,85,69,60,69,77,420,2 Attack,255,50,147,Medium Fast,Field,,50.0,50.0,20,Ordinary
0506,Lillipup,5,Normal,,Puppy Pokémon,0.4,4.1,Vital Spirit,Pickup,Run Away,45,60,45,25,45,55,275,1 Attack,255,50,55,Medium Slow,Field,,50.0,50.0,15,Ordinary
0507,Herdier,5,Normal,,Loyal Dog Pokémon,0.9,14.7,Intimidate,Sand Rush,Scrappy,65,80,65,35,65,60,370,2 Attack,120,50,130,Medium Slow,Field,,50.0,50.0,15,Ordinary
0508,Stoutland,5,Normal,,Big-Hearted Pokémon,1.2,61.0,Intimidate,Sand Rush,Scrappy,85,110,90,45,90,80,500,3 Attack,45,50,225,Medium Slow,Field,,50.0,50.0,15,Ordinary
0509,Purrloin,5,Dark,,Devious Pokémon,0.4,10.1,Limber,Unburden,Prankster,41,50,37,50,37,66,281,1 Speed,255,50,56,Medium Fast,Field,,50.0,50.0,20,Ordinary
0510,Liepard,5,Dark,,Cruel Pokémon,1.1,37.5,Limber,Unburden,Prankster,64,88,50,88,50,106,446,2 Speed,90,50,156,Medium Fast,Field,,50.0,50.0,20,Ordinary
0511,Pansage,5,Grass,,Grass Monkey Pokémon,0.6,10.5,Gluttony,Overgrow,,50,53,48,53,48,64,316,1 Speed,190,50,63,Medium Fast,Field,,87.5,12.5,20,Ordinary
0512,Simisage,5,Grass,,Thorn Monkey Pokémon,1.1,30.5,Gluttony,Overgrow,,75,98,63,98,63,101,498,2 Speed,75,50,174,Medium Fast,Field,,87.5,12.5,20,Ordinary
